Start to init hits and costs
Ref 1 RI 3013 CNT 8
Ref 1 RI 3045 CNT 8
Ref 1 RI 3077 CNT 8
Ref 1 RI 3109 CNT 8
Ref 1 RI 3141 CNT 8
Ref 1 RI 3173 CNT 8
Ref 1 RI 3205 CNT 8
Ref 1 RI 3237 CNT 8
Ref 1 RI 3269 CNT 8
Ref 1 RI 3301 CNT 8
Ref 1 RI 3333 CNT 8
Ref 1 RI 3365 CNT 8
Ref 1 RI 3397 CNT 8
Ref 1 RI 3429 CNT 8
Ref 1 RI 3461 CNT 8
Ref 1 RI 3493 CNT 8
Ref 1 RI 3525 CNT 8
Ref 1 RI 3557 CNT 8
Ref 1 RI 3589 CNT 8
Ref 1 RI 3621 CNT 8
Ref 1 RI 3653 CNT 8
Ref 1 RI 3685 CNT 8
Ref 1 RI 3717 CNT 8
Ref 1 RI 3749 CNT 8
Ref 1 RI 3781 CNT 8
Ref 1 RI 3813 CNT 8
Ref 1 RI 3845 CNT 8
Ref 1 RI 3877 CNT 8
Ref 1 RI 3909 CNT 8
Ref 1 RI 3941 CNT 8
Ref 1 RI 3973 CNT 8
Ref 1 RI 4005 CNT 8
Ref 1 RI 4037 CNT 8
Ref 1 RI 32709 CNT 1
Ref 1 RI 36805 CNT 1
Ref 1 RI 40901 CNT 1
Ref 1 RI 44997 CNT 1
Ref 1 RI 49093 CNT 1
Ref 1 RI 53189 CNT 1
Ref 1 RI 57285 CNT 1
Ref 1 RI 61381 CNT 1
Ref 1 RI 65445 CNT 1
Ref 1 RI 69541 CNT 1
Ref 1 RI 73637 CNT 1
Ref 1 RI 77733 CNT 1
Ref 1 RI 81829 CNT 1
Ref 1 RI 85925 CNT 1
Ref 1 RI 90021 CNT 1
Ref 1 RI 94117 CNT 1
Ref 1 RI 98181 CNT 1
Ref 1 RI 102277 CNT 1
Ref 1 RI 106373 CNT 1
Ref 1 RI 110469 CNT 1
Ref 1 RI 114565 CNT 1
Ref 1 RI 118661 CNT 1
Ref 1 RI 122757 CNT 1
Ref 1 RI 126853 CNT 1
Ref 1 RI 130917 CNT 1
Ref 1 RI 135013 CNT 1
Ref 1 RI 139109 CNT 1
Ref 1 RI 143205 CNT 1
Ref 1 RI 147301 CNT 1
Ref 1 RI 151397 CNT 1
Ref 1 RI 155493 CNT 1
Ref 1 RI 159589 CNT 1
Ref 1 RI 163653 CNT 1
Ref 1 RI 167749 CNT 1
Ref 1 RI 171845 CNT 1
Ref 1 RI 175941 CNT 1
Ref 1 RI 180037 CNT 1
Ref 1 RI 184133 CNT 1
Ref 1 RI 188229 CNT 1
Ref 1 RI 192325 CNT 1
Ref 1 RI 196389 CNT 1
Ref 1 RI 200485 CNT 1
Ref 1 RI 204581 CNT 1
Ref 1 RI 208677 CNT 1
Ref 1 RI 212773 CNT 1
Ref 1 RI 216869 CNT 1
Ref 1 RI 220965 CNT 1
Ref 1 RI 225061 CNT 1
Ref 1 RI 229125 CNT 1
Ref 1 RI 233221 CNT 1
Ref 1 RI 237317 CNT 1
Ref 1 RI 241413 CNT 1
Ref 1 RI 245509 CNT 1
Ref 1 RI 249605 CNT 1
Ref 1 RI 253701 CNT 1
Ref 1 RI 257797 CNT 1
Ref 1 RI 261861 CNT 1
Ref 1 RI 265957 CNT 1
Ref 1 RI 270053 CNT 1
Ref 1 RI 274149 CNT 1
Ref 1 RI 278245 CNT 1
Ref 1 RI 282341 CNT 1
Ref 1 RI 286437 CNT 1
Ref 1 RI 290533 CNT 1
Ref 1 RI 294597 CNT 1
Ref 1 RI 298693 CNT 1
Ref 1 RI 302789 CNT 1
Ref 1 RI 306885 CNT 1
Ref 1 RI 310981 CNT 1
Ref 1 RI 315077 CNT 1
Ref 1 RI 319173 CNT 1
Ref 1 RI 323269 CNT 1
Ref 1 RI 327333 CNT 1
Ref 1 RI 331429 CNT 1
Ref 1 RI 335525 CNT 1
Ref 1 RI 339621 CNT 1
Ref 1 RI 343717 CNT 1
Ref 1 RI 347813 CNT 1
Ref 1 RI 351909 CNT 1
Ref 1 RI 356005 CNT 1
Ref 1 RI 360069 CNT 1
Ref 1 RI 364165 CNT 1
Ref 1 RI 368261 CNT 1
Ref 1 RI 372357 CNT 1
Ref 1 RI 376453 CNT 1
Ref 1 RI 380549 CNT 1
Ref 1 RI 384645 CNT 1
Ref 1 RI 388741 CNT 1
Ref 1 RI 392805 CNT 1
Ref 1 RI 396901 CNT 1
Ref 1 RI 400997 CNT 1
Ref 1 RI 405093 CNT 1
Ref 1 RI 409189 CNT 1
Ref 1 RI 413285 CNT 1
Ref 1 RI 417381 CNT 1
Ref 1 RI 421477 CNT 1
Ref 1 RI 425541 CNT 1
Ref 1 RI 429637 CNT 1
Ref 1 RI 433733 CNT 1
Ref 1 RI 437829 CNT 1
Ref 1 RI 441925 CNT 1
Ref 1 RI 446021 CNT 1
Ref 1 RI 450117 CNT 1
Ref 1 RI 454213 CNT 1
Ref 1 RI 458277 CNT 1
Ref 1 RI 462373 CNT 1
Ref 1 RI 466469 CNT 1
Ref 1 RI 470565 CNT 1
Ref 1 RI 474661 CNT 1
Ref 1 RI 478757 CNT 1
Ref 1 RI 482853 CNT 1
Ref 1 RI 486949 CNT 1
Ref 1 RI 491013 CNT 1
Ref 1 RI 495109 CNT 1
Ref 1 RI 499205 CNT 1
Ref 1 RI 503301 CNT 1
Ref 1 RI 507397 CNT 1
Ref 1 RI 511493 CNT 1
Ref 1 RI 515589 CNT 1
Ref 1 RI 519685 CNT 1
Ref 1 RI 523749 CNT 1
Ref 1 RI 527845 CNT 1
Ref 1 RI 531941 CNT 1
Ref 1 RI 536037 CNT 1
Ref 1 RI 540133 CNT 1
Ref 1 RI 544229 CNT 1
Ref 1 RI 548325 CNT 1
Ref 1 RI 552421 CNT 1
Ref 1 RI 556485 CNT 1
Ref 1 RI 560581 CNT 1
Ref 1 RI 564677 CNT 1
Ref 1 RI 568773 CNT 1
Ref 1 RI 572869 CNT 1
Ref 1 RI 576965 CNT 1
Ref 1 RI 581061 CNT 1
Ref 1 RI 585157 CNT 1
Ref 1 RI 589221 CNT 1
Ref 1 RI 593317 CNT 1
Ref 1 RI 597413 CNT 1
Ref 1 RI 601509 CNT 1
Ref 1 RI 605605 CNT 1
Ref 1 RI 609701 CNT 1
Ref 1 RI 613797 CNT 1
Ref 1 RI 617893 CNT 1
Ref 1 RI 621957 CNT 1
Ref 1 RI 626053 CNT 1
Ref 1 RI 630149 CNT 1
Ref 1 RI 634245 CNT 1
Ref 1 RI 638341 CNT 1
Ref 1 RI 642437 CNT 1
Ref 1 RI 646533 CNT 1
Ref 1 RI 650629 CNT 1
Ref 1 RI 654693 CNT 1
Ref 1 RI 658789 CNT 1
Ref 1 RI 662885 CNT 1
Ref 1 RI 666981 CNT 1
Ref 1 RI 671077 CNT 1
Ref 1 RI 675173 CNT 1
Ref 1 RI 679269 CNT 1
Ref 1 RI 683365 CNT 1
Ref 1 RI 687429 CNT 1
Ref 1 RI 691525 CNT 1
Ref 1 RI 695621 CNT 1
Ref 1 RI 699717 CNT 1
Ref 1 RI 703813 CNT 1
Ref 1 RI 707909 CNT 1
Ref 1 RI 712005 CNT 1
Ref 1 RI 716101 CNT 1
Ref 1 RI 720165 CNT 1
Ref 1 RI 724261 CNT 1
Ref 1 RI 728357 CNT 1
Ref 1 RI 732453 CNT 1
Ref 1 RI 736549 CNT 1
Ref 1 RI 740645 CNT 1
Ref 1 RI 744741 CNT 1
Ref 1 RI 748837 CNT 1
Ref 1 RI 752901 CNT 1
Ref 1 RI 756997 CNT 1
Ref 1 RI 761093 CNT 1
Ref 1 RI 765189 CNT 1
Ref 1 RI 769285 CNT 1
Ref 1 RI 773381 CNT 1
Ref 1 RI 777477 CNT 1
Ref 1 RI 781573 CNT 1
Ref 1 RI 785637 CNT 1
Ref 1 RI 789733 CNT 1
Ref 1 RI 793829 CNT 1
Ref 1 RI 797925 CNT 1
Ref 1 RI 802021 CNT 1
Ref 1 RI 806117 CNT 1
Ref 1 RI 810213 CNT 1
Ref 1 RI 814309 CNT 1
Ref 1 RI 818373 CNT 1
Ref 1 RI 822469 CNT 1
Ref 1 RI 826565 CNT 1
Ref 1 RI 830661 CNT 1
Ref 1 RI 834757 CNT 1
Ref 1 RI 838853 CNT 1
Ref 1 RI 842949 CNT 1
Ref 1 RI 847045 CNT 1
Ref 1 RI 851109 CNT 1
Ref 1 RI 855205 CNT 1
Ref 1 RI 859301 CNT 1
Ref 1 RI 863397 CNT 1
Ref 1 RI 867493 CNT 1
Ref 1 RI 871589 CNT 1
Ref 1 RI 875685 CNT 1
Ref 1 RI 879781 CNT 1
Ref 1 RI 883845 CNT 1
Ref 1 RI 887941 CNT 1
Ref 1 RI 892037 CNT 1
Ref 1 RI 896133 CNT 1
Ref 1 RI 900229 CNT 1
Ref 1 RI 904325 CNT 1
Ref 1 RI 908421 CNT 1
Ref 1 RI 912517 CNT 1
Ref 1 RI 916581 CNT 1
Ref 1 RI 920677 CNT 1
Ref 1 RI 924773 CNT 1
Ref 1 RI 928869 CNT 1
Ref 1 RI 932965 CNT 1
Ref 1 RI 937061 CNT 1
Ref 1 RI 941157 CNT 1
Ref 1 RI 945253 CNT 1
Ref 1 RI 949317 CNT 1
Ref 1 RI 953413 CNT 1
Ref 1 RI 957509 CNT 1
Ref 1 RI 961605 CNT 1
Ref 1 RI 965701 CNT 1
Ref 1 RI 969797 CNT 1
Ref 1 RI 973893 CNT 1
Ref 1 RI 977989 CNT 1
Ref 1 RI 982053 CNT 1
Ref 1 RI 986149 CNT 1
Ref 1 RI 990245 CNT 1
Ref 1 RI 994341 CNT 1
Ref 1 RI 998437 CNT 1
Ref 1 RI 1002533 CNT 1
Ref 1 RI 1006629 CNT 1
Ref 1 RI 1010725 CNT 1
Ref 1 RI 1014789 CNT 1
Ref 1 RI 1018885 CNT 1
Ref 1 RI 1022981 CNT 1
Ref 1 RI 1027077 CNT 1
Ref 1 RI 1031173 CNT 1
Ref 1 RI 1035269 CNT 1
Ref 1 RI 1039365 CNT 1
Ref 1 RI 1043461 CNT 1
Ref 1 RI 1047525 CNT 1
Ref 1 RI 1051621 CNT 1
Ref 1 RI 1055717 CNT 1
Ref 1 RI 1059813 CNT 1
Ref 1 RI 1063909 CNT 1
Ref 1 RI 1068005 CNT 1
Ref 1 RI 1072101 CNT 1
Ref 1 RI 1076197 CNT 1
Ref 1 RI 1080261 CNT 1
Ref 1 RI 1084357 CNT 1
Ref 1 RI 1088453 CNT 1
Ref 1 RI 1092549 CNT 1
Ref 1 RI 1096645 CNT 1
Ref 1 RI 1100741 CNT 1
Ref 1 RI 1104837 CNT 1
Ref 1 RI 1108933 CNT 1
Ref 1 RI 1112997 CNT 1
Ref 1 RI 1117093 CNT 1
Ref 1 RI 1121189 CNT 1
Ref 1 RI 1125285 CNT 1
Ref 1 RI 1129381 CNT 1
Ref 1 RI 1133477 CNT 1
Ref 1 RI 1137573 CNT 1
Ref 1 RI 1141669 CNT 1
Ref 1 RI 1145733 CNT 1
Ref 1 RI 1149829 CNT 1
Ref 1 RI 1153925 CNT 1
Ref 1 RI 1158021 CNT 1
Ref 1 RI 1162117 CNT 1
Ref 1 RI 1166213 CNT 1
Ref 1 RI 1170309 CNT 1
Ref 1 RI 1174405 CNT 1
Ref 1 RI 1178469 CNT 1
Ref 1 RI 1182565 CNT 1
Ref 1 RI 1186661 CNT 1
Ref 1 RI 1190757 CNT 1
Ref 1 RI 1194853 CNT 1
Ref 1 RI 1198949 CNT 1
Ref 1 RI 1203045 CNT 1
Ref 1 RI 1207141 CNT 1
Ref 1 RI 1211205 CNT 1
Ref 1 RI 1215301 CNT 1
Ref 1 RI 1219397 CNT 1
Ref 1 RI 1223493 CNT 1
Ref 1 RI 1227589 CNT 1
Ref 1 RI 1231685 CNT 1
Ref 1 RI 1235781 CNT 1
Ref 1 RI 1239877 CNT 1
Ref 1 RI 1243941 CNT 1
Ref 1 RI 1248037 CNT 1
Ref 1 RI 1252133 CNT 1
Ref 1 RI 1256229 CNT 1
Ref 1 RI 1260325 CNT 1
Ref 1 RI 1264421 CNT 1
Ref 1 RI 1268517 CNT 1
Ref 1 RI 1272613 CNT 1
Ref 1 RI 1276677 CNT 1
Ref 1 RI 1280773 CNT 1
Ref 1 RI 1284869 CNT 1
Ref 1 RI 1288965 CNT 1
Ref 1 RI 1293061 CNT 1
Ref 1 RI 1297157 CNT 1
Ref 1 RI 1301253 CNT 1
Ref 1 RI 1305349 CNT 1
Ref 1 RI 1309413 CNT 1
Ref 1 RI 1313509 CNT 1
Ref 1 RI 1317605 CNT 1
Ref 1 RI 1321701 CNT 1
Ref 1 RI 1325797 CNT 1
Ref 1 RI 1329893 CNT 1
Ref 1 RI 1333989 CNT 1
Ref 1 RI 1338085 CNT 1
Ref 1 RI 1342149 CNT 1
Ref 1 RI 1346245 CNT 1
Ref 1 RI 1350341 CNT 1
Ref 1 RI 1354437 CNT 1
Ref 1 RI 1358533 CNT 1
Ref 1 RI 1362629 CNT 1
Ref 1 RI 1366725 CNT 1
Ref 1 RI 1370821 CNT 1
Ref 1 RI 1374885 CNT 1
Ref 1 RI 1378981 CNT 1
Ref 1 RI 1383077 CNT 1
Ref 1 RI 1387173 CNT 1
Ref 1 RI 1391269 CNT 1
Ref 1 RI 1395365 CNT 1
Ref 1 RI 1399461 CNT 1
Ref 1 RI 1403557 CNT 1
Ref 1 RI 1407621 CNT 1
Ref 1 RI 1411717 CNT 1
Ref 1 RI 1415813 CNT 1
Ref 1 RI 1419909 CNT 1
Ref 1 RI 1424005 CNT 1
Ref 1 RI 1428101 CNT 1
Ref 1 RI 1432197 CNT 1
Ref 1 RI 1436293 CNT 1
Ref 1 RI 1440357 CNT 1
Ref 1 RI 1444453 CNT 1
Ref 1 RI 1448549 CNT 1
Ref 1 RI 1452645 CNT 1
Ref 1 RI 1456741 CNT 1
Ref 1 RI 1460837 CNT 1
Ref 1 RI 1464933 CNT 1
Ref 1 RI 1469029 CNT 1
Ref 1 RI 1473093 CNT 1
Ref 1 RI 1477189 CNT 1
Ref 1 RI 1481285 CNT 1
Ref 1 RI 1485381 CNT 1
Ref 1 RI 1489477 CNT 1
Ref 1 RI 1493573 CNT 1
Ref 1 RI 1497669 CNT 1
Ref 1 RI 1501765 CNT 1
Ref 1 RI 1505829 CNT 1
Ref 1 RI 1509925 CNT 1
Ref 1 RI 1514021 CNT 1
Ref 1 RI 1518117 CNT 1
Ref 1 RI 1522213 CNT 1
Ref 1 RI 1526309 CNT 1
Ref 1 RI 1530405 CNT 1
Ref 1 RI 1534501 CNT 1
Ref 1 RI 1538565 CNT 1
Ref 1 RI 1542661 CNT 1
Ref 1 RI 1546757 CNT 1
Ref 1 RI 1550853 CNT 1
Ref 1 RI 1554949 CNT 1
Ref 1 RI 1559045 CNT 1
Ref 1 RI 1563141 CNT 1
Ref 1 RI 1567237 CNT 1
Ref 1 RI 1571301 CNT 1
Ref 1 RI 1575397 CNT 1
Ref 1 RI 1579493 CNT 1
Ref 1 RI 1583589 CNT 1
Ref 1 RI 1587685 CNT 1
Ref 1 RI 1591781 CNT 1
Ref 1 RI 1595877 CNT 1
Ref 1 RI 1599973 CNT 1
Ref 1 RI 1604037 CNT 1
Ref 1 RI 1608133 CNT 1
Ref 1 RI 1612229 CNT 1
Ref 1 RI 1616325 CNT 1
Ref 1 RI 1620421 CNT 1
Ref 1 RI 1624517 CNT 1
Ref 1 RI 1628613 CNT 1
Ref 1 RI 1632709 CNT 1
Ref 1 RI 1636773 CNT 1
Ref 1 RI 1640869 CNT 1
Ref 1 RI 1644965 CNT 1
Ref 1 RI 1649061 CNT 1
Ref 1 RI 1653157 CNT 1
Ref 1 RI 1657253 CNT 1
Ref 1 RI 1661349 CNT 1
Ref 1 RI 1665445 CNT 1
Ref 1 RI 1669509 CNT 1
Ref 1 RI 1673605 CNT 1
Ref 1 RI 1677701 CNT 1
Ref 1 RI 1681797 CNT 1
Ref 1 RI 1685893 CNT 1
Ref 1 RI 1689989 CNT 1
Ref 1 RI 1694085 CNT 1
Ref 1 RI 1698181 CNT 1
Ref 1 RI 1702245 CNT 1
Ref 1 RI 1706341 CNT 1
Ref 1 RI 1710437 CNT 1
Ref 1 RI 1714533 CNT 1
Ref 1 RI 1718629 CNT 1
Ref 1 RI 1722725 CNT 1
Ref 1 RI 1726821 CNT 1
Ref 1 RI 1730917 CNT 1
Ref 1 RI 1734981 CNT 1
Ref 1 RI 1739077 CNT 1
Ref 1 RI 1743173 CNT 1
Ref 1 RI 1747269 CNT 1
Ref 1 RI 1751365 CNT 1
Ref 1 RI 1755461 CNT 1
Ref 1 RI 1759557 CNT 1
Ref 1 RI 1763653 CNT 1
Ref 1 RI 1767717 CNT 1
Ref 1 RI 1771813 CNT 1
Ref 1 RI 1775909 CNT 1
Ref 1 RI 1780005 CNT 1
Ref 1 RI 1784101 CNT 1
Ref 1 RI 1788197 CNT 1
Ref 1 RI 1792293 CNT 1
Ref 1 RI 1796389 CNT 1
Ref 1 RI 1800453 CNT 1
Ref 1 RI 1804549 CNT 1
Ref 1 RI 1808645 CNT 1
Ref 1 RI 1812741 CNT 1
Ref 1 RI 1816837 CNT 1
Ref 1 RI 1820933 CNT 1
Ref 1 RI 1825029 CNT 1
Ref 1 RI 1829125 CNT 1
Ref 1 RI 1833189 CNT 1
Ref 1 RI 1837285 CNT 1
Ref 1 RI 1841381 CNT 1
Ref 1 RI 1845477 CNT 1
Ref 1 RI 1849573 CNT 1
Ref 1 RI 1853669 CNT 1
Ref 1 RI 1857765 CNT 1
Ref 1 RI 1861861 CNT 1
Ref 1 RI 1865925 CNT 1
Ref 1 RI 1870021 CNT 1
Ref 1 RI 1874117 CNT 1
Ref 1 RI 1878213 CNT 1
Ref 1 RI 1882309 CNT 1
Ref 1 RI 1886405 CNT 1
Ref 1 RI 1890501 CNT 1
Ref 1 RI 1894597 CNT 1
Ref 1 RI 1898661 CNT 1
Ref 1 RI 1902757 CNT 1
Ref 1 RI 1906853 CNT 1
Ref 1 RI 1910949 CNT 1
Ref 1 RI 1915045 CNT 1
Ref 1 RI 1919141 CNT 1
Ref 1 RI 1923237 CNT 1
Ref 1 RI 1927333 CNT 1
Ref 1 RI 1931397 CNT 1
Ref 1 RI 1935493 CNT 1
Ref 1 RI 1939589 CNT 1
Ref 1 RI 1943685 CNT 1
Ref 1 RI 1947781 CNT 1
Ref 1 RI 1951877 CNT 1
Ref 1 RI 1955973 CNT 1
Ref 1 RI 1960069 CNT 1
Ref 1 RI 1964133 CNT 1
Ref 1 RI 1968229 CNT 1
Ref 1 RI 1972325 CNT 1
Ref 1 RI 1976421 CNT 1
Ref 1 RI 1980517 CNT 1
Ref 1 RI 1984613 CNT 1
Ref 1 RI 1988709 CNT 1
Ref 1 RI 1992805 CNT 1
Ref 1 RI 1996869 CNT 1
Ref 1 RI 2000965 CNT 1
Ref 1 RI 2005061 CNT 1
Ref 1 RI 2009157 CNT 1
Ref 1 RI 2013253 CNT 1
Ref 1 RI 2017349 CNT 1
Ref 1 RI 2021445 CNT 1
Ref 1 RI 2025541 CNT 1
Ref 1 RI 2029605 CNT 1
Ref 1 RI 2033701 CNT 1
Ref 1 RI 2037797 CNT 1
Ref 1 RI 2041893 CNT 1
Ref 1 RI 2045989 CNT 1
Ref 1 RI 2050085 CNT 1
Ref 1 RI 2054181 CNT 1
Ref 1 RI 2058277 CNT 1
Ref 1 RI 2062341 CNT 1
Ref 1 RI 2066437 CNT 1
Ref 1 RI 2070533 CNT 1
Ref 1 RI 2074629 CNT 1
Ref 1 RI 2078725 CNT 1
Ref 1 RI 2082821 CNT 1
Ref 1 RI 2086917 CNT 1
Ref 1 RI 2091013 CNT 1
Ref 1 RI 2095077 CNT 1
Ref 1 RI 2099173 CNT 1
Ref 1 RI 2103269 CNT 1
Ref 1 RI 2107365 CNT 1
Ref 1 RI 2111461 CNT 1
Ref 1 RI 2115557 CNT 1
Ref 1 RI 2119653 CNT 1
Ref 1 RI 2123749 CNT 1
Ref 1 RI 2127813 CNT 1
Ref 1 RI 2131909 CNT 1
Ref 1 RI 2136005 CNT 1
Ref 1 RI 2140101 CNT 1
Ref 1 RI 2144197 CNT 1
Ref 1 RI 2148293 CNT 1
Ref 1 RI 2152389 CNT 1
Ref 1 RI 2156485 CNT 1
Ref 1 RI 2160549 CNT 1
Ref 1 RI 2164645 CNT 1
Ref 1 RI 2168741 CNT 1
Ref 1 RI 2172837 CNT 1
Ref 1 RI 2176933 CNT 1
Ref 1 RI 2181029 CNT 1
Ref 1 RI 2185125 CNT 1
Ref 1 RI 2189221 CNT 1
Ref 1 RI 2193285 CNT 1
Ref 1 RI 2197381 CNT 1
Ref 1 RI 2201477 CNT 1
Ref 1 RI 2205573 CNT 1
Ref 1 RI 2209669 CNT 1
Ref 1 RI 2213765 CNT 1
Ref 1 RI 2217861 CNT 1
Ref 1 RI 2221957 CNT 1
Ref 1 RI 2226021 CNT 1
Ref 1 RI 2230117 CNT 1
Ref 1 RI 2234213 CNT 1
Ref 1 RI 2238309 CNT 1
Ref 1 RI 2242405 CNT 1
Ref 1 RI 2246501 CNT 1
Ref 1 RI 2250597 CNT 1
Ref 1 RI 2254693 CNT 1
Ref 1 RI 2258757 CNT 1
Ref 1 RI 2262853 CNT 1
Ref 1 RI 2266949 CNT 1
Ref 1 RI 2271045 CNT 1
Ref 1 RI 2275141 CNT 1
Ref 1 RI 2279237 CNT 1
Ref 1 RI 2283333 CNT 1
Ref 1 RI 2287429 CNT 1
Ref 1 RI 2291493 CNT 1
Ref 1 RI 2295589 CNT 1
Ref 1 RI 2299685 CNT 1
Ref 1 RI 2303781 CNT 1
Ref 1 RI 2307877 CNT 1
Ref 1 RI 2311973 CNT 1
Ref 1 RI 2316069 CNT 1
Ref 1 RI 2320165 CNT 1
Ref 1 RI 2324229 CNT 1
Ref 1 RI 2328325 CNT 1
Ref 1 RI 2332421 CNT 1
Ref 1 RI 2336517 CNT 1
Ref 1 RI 2340613 CNT 1
Ref 1 RI 2344709 CNT 1
Ref 1 RI 2348805 CNT 1
Ref 1 RI 2352901 CNT 1
Ref 1 RI 2356965 CNT 1
Ref 1 RI 2361061 CNT 1
Ref 1 RI 2365157 CNT 1
Ref 1 RI 2369253 CNT 1
Ref 1 RI 2373349 CNT 1
Ref 1 RI 2377445 CNT 1
Ref 1 RI 2381541 CNT 1
Ref 1 RI 2385637 CNT 1
Ref 1 RI 2389701 CNT 1
Ref 1 RI 2393797 CNT 1
Ref 1 RI 2397893 CNT 1
Ref 1 RI 2401989 CNT 1
Ref 1 RI 2406085 CNT 1
Ref 1 RI 2410181 CNT 1
Ref 1 RI 2414277 CNT 1
Ref 1 RI 2418373 CNT 1
Ref 1 RI 2422437 CNT 1
Ref 1 RI 2426533 CNT 1
Ref 1 RI 2430629 CNT 1
Ref 1 RI 2434725 CNT 1
Ref 1 RI 2438821 CNT 1
Ref 1 RI 2442917 CNT 1
Ref 1 RI 2447013 CNT 1
Ref 1 RI 2451109 CNT 1
Ref 1 RI 2455173 CNT 1
Ref 1 RI 2459269 CNT 1
Ref 1 RI 2463365 CNT 1
Ref 1 RI 2467461 CNT 1
Ref 1 RI 2471557 CNT 1
Ref 1 RI 2475653 CNT 1
Ref 1 RI 2479749 CNT 1
Ref 1 RI 2483845 CNT 1
Ref 1 RI 2487909 CNT 1
Ref 1 RI 2492005 CNT 1
Ref 1 RI 2496101 CNT 1
Ref 1 RI 2500197 CNT 1
Ref 1 RI 2504293 CNT 1
Ref 1 RI 2508389 CNT 1
Ref 1 RI 2512485 CNT 1
Ref 1 RI 2516581 CNT 1
Ref 1 RI 2520645 CNT 1
Ref 1 RI 2524741 CNT 1
Ref 1 RI 2528837 CNT 1
Ref 1 RI 2532933 CNT 1
Ref 1 RI 2537029 CNT 1
Ref 1 RI 2541125 CNT 1
Ref 1 RI 2545221 CNT 1
Ref 1 RI 2549317 CNT 1
Ref 1 RI 2553381 CNT 1
Ref 1 RI 2557477 CNT 1
Ref 1 RI 2561573 CNT 1
Ref 1 RI 2565669 CNT 1
Ref 1 RI 2569765 CNT 1
